step|id|lat|lon|g|h|name
295|609197521|41.3615288|2.0557712|13.3810597|820.3693386|
296|318802650|41.3625770|2.0547407|13.5259093|820.3530877|
297|609170217|41.3625501|2.0545885|13.5389589|820.3405909|
298|1375705022|41.3632978|2.0539074|13.6396730|820.3329178|
299|1375705007|41.3633867|2.0538156|13.6521795|820.3312244|
300|1375705013|41.3634632|2.0537083|13.6645305|820.3277216|
301|1375705017|41.3635397|2.0535260|13.6819610|820.3187983|
302|1375705043|41.3636283|2.0533543|13.6993503|820.3113141|
303|1375705002|41.3637008|2.0532577|13.7107513|820.3083630|
304|1375705045|41.3637930|2.0531993|13.7221029|820.3092682|
305|1375705036|41.3638427|2.0531896|13.7276883|820.3113303|
306|319330140|41.3638549|2.0531967|13.7291686|820.3125218|
307|516253439|41.3639281|2.0531960|13.7373083|820.3165410|
308|319330141|41.3640057|2.0531544|13.7466093|820.3178490|
309|319330142|41.3640759|2.0530521|13.7581773|820.3143587|
310|319330144|41.3641008|2.0529184|13.7696736|820.3060804|
311|516253458|41.3640877|2.0528224|13.7778166|820.2984140|
312|319330145|41.3640661|2.0527656|13.7831305|820.2931079|
313|319330147|41.3640106|2.0526895|13.7919860|820.2845221|
314|321822938|41.3639411|2.0526474|13.8004752|820.2776151|
315|321822939|41.3638209|2.0525533|13.8159772|820.2641309|
316|321822940|41.3637350|2.0524790|13.8273650|820.2539849|
317|321822941|41.3634500|2.0518580|13.8881120|820.1932572|
318|321823883|41.3633570|2.0515920|13.9126016|820.1688617|
319|321823884|41.3632926|2.0513774|13.9318898|820.1497712|
320|321823885|41.3632604|2.0512057|13.9466597|820.1355716|
321|321823876|41.3632701|2.0510332|13.9610961|820.1236441|
322|321823764|41.3633394|2.0509619|13.9708320|820.1223446|
323|1375705026|41.3634087|2.0508487|13.9830233|820.1180170|
324|1375705030|41.3635357|2.0507794|13.9982834|820.1200710|
325|1375705004|41.3636883|2.0507102|14.0162076|820.1235561|
326|1375705014|41.3638896|2.0505975|14.0404869|820.1266063|
327|1375705021|41.3641477|2.0504521|14.0716462|820.1304534|
328|1375705018|41.3644492|2.0502596|14.1088218|820.1333121|
329|1375705032|41.3648639|2.0499538|14.1615252|820.1342826|
330|1375705037|41.3652750|2.0496367|14.2143447|820.1342401|
331|1375705035|41.3656132|2.0493471|14.2590471|820.1321320|
332|1375705029|41.3658610|2.0490636|14.2953647|820.1254369|
333|36755994|41.3662528|2.0487372|14.3467453|820.1236578|
334|191017430|41.3671998|2.0476472|14.4858944|820.0976226|
335|276367565|41.3676378|2.0470464|14.5557925|820.0786073|
336|36755990|41.3680887|2.0462739|14.6374596|820.0479146|
337|191017429|41.3686167|2.0450854|14.7527137|819.9914787|
338|36755986|41.3693095|2.0430708|14.9376386|819.8845812|
339|308846998|41.3699485|2.0412415|15.1060155|819.7880974|
340|36755983|41.3701873|2.0406233|15.1640353|819.7567715|
341|309002507|41.3704810|2.0400420|15.2225119|819.7311739|
342|276367813|41.3707474|2.0396407|15.2672205|819.7170535|
343|276367814|41.3711290|2.0392358|15.3214612|819.7090996|
344|276367815|41.3714964|2.0389001|15.3709958|819.7053532|
345|276367816|41.3720436|2.0385870|15.4372137|819.7132702|
346|276367817|41.3726470|2.0383420|15.5073542|819.7292437|
347|276367806|41.3729002|2.0382656|15.5362215|819.7378544|
348|276367807|41.3735465|2.0380870|15.6096158|819.7610226|
349|276367808|41.3738948|2.0379652|15.6496563|819.7716667|
350|276367809|41.3743348|2.0378250|15.6999612|819.7861023|
351|276367810|41.3746876|2.0376811|15.7409872|819.7954070|
352|276367811|41.3751030|2.0374763|15.7902373|819.8038130|
353|276367812|41.3754766|2.0372182|15.8370301|819.8060424|
354|308846960|41.3756884|2.0370329|15.8652030|819.8044948|
355|308846958|41.3759579|2.0367435|15.9036883|819.7986580|
356|308846957|41.3762074|2.0364374|15.9413979|819.7905015|
357|308846955|41.3764403|2.0361014|15.9795641|819.7792624|
358|308846953|41.3766299|2.0357854|16.0133231|819.7670501|
359|308846946|41.3768229|2.0354527|16.0484112|819.7538241|
360|308846944|41.3770225|2.0350834|16.0863859|819.7383277|
361|308846941|41.3771655|2.0347840|16.1159985|819.7247143|
362|308846939|41.3774017|2.0342451|16.1680717|819.6990299|
363|308846937|41.3774849|2.0339690|16.1928971|819.6837593|
364|308846934|41.3775414|2.0337394|16.2130581|819.6703521|
365|308846932|41.3776013|2.0334567|16.2375682|819.6533045|
366|308846931|41.3776512|2.0332005|16.2596532|819.6376104|
367|308846929|41.3776911|2.0327314|16.2990443|819.6059997|
368|308846926|41.3777078|2.0322324|16.3407208|819.5709365|
369|308846924|41.3777377|2.0309316|16.4493067|819.4787750|
370|272616041|41.3777997|2.0285366|16.6492574|819.3094909|
